text,label
"Posts claimed PM Modi had resigned after farmer protests, refuted by official channels.",FAKE
Oil prices reached $130 per barrel in March 2022 following Russia's invasion of Ukraine.,REAL
Wind power is now cheaper than coal in most of the world.,REAL
Government set up fact check portals and hotlines to help citizens verify breaking news reports before sharing.,REAL
False claims that China has attacked Indian border and captured several villages.,FAKE
"WhatsApp forwards alleged that 2,000-rupee notes contain GPS chips to track currency movement and catch black money.",FAKE
A record number of women were elected to Congress in the last election cycle.,REAL
Maharashtra authorities arrested over 100 villagers after the Palghar mob lynching incident linked to WhatsApp rumors in April 2020.,REAL
All artificial sweeteners have been proven to cause immediate brain damage.,FAKE
"Meta laid off 11,000 employees in November 2022 as part of major restructuring.",REAL
Essential oils can cure any disease including cancer if used properly.,FAKE
Microwaving food destroys all nutrients and causes cancer in laboratory tests.,FAKE
Essential oils can cure any disease including cancer if used properly.,FAKE
"Organ transplant waiting lists in the U.S. exceeded 100,000 patients in 2023.",REAL
Drinking lemon water in the morning can prevent cancer.,FAKE
The government is secretly adding microchips to the water supply.,FAKE
Essential oils can cure any disease including cancer if used properly.,FAKE
Hoax about government plans to replace Hindi with English as national language.,FAKE
"During the COVID-19 lockdown, fake news WhatsApp messages warned that eating chicken would spread coronavirus, causing a poultry industry crisis.",FAKE
Drinking lemon water in the morning can prevent cancer.,FAKE
More than half of the world's population now lives in cities.,REAL
Hoax about Taj Mahal being sold to private company for commercial development.,FAKE
"Interest rates in the UK reached 5.25% in August 2023, the highest in 15 years.",REAL
A man has successfully sued a weather company for an incorrect forecast that ruined his wedding.,FAKE
A bill has been passed to make student loan debt forgivable after 10 years of payments.,REAL
Scientists have successfully teleported a particle for the first time.,REAL
"Images shared on Facebook show a hospital overcrowded with COVID-19 patients, but the photo is from another country entirely.",FAKE
"Meta laid off 11,000 employees in November 2022 as part of major restructuring.",REAL
"Since 2008, the incomes of the wealthiest 1 percent have grown by 34 percent, while the incomes of the bottom 99 percent have shrunk.",REAL
Election Commission of India launched the 'Myth vs Reality Register' in April 2024 to counter polling misinformation.,REAL
Rumors about a new railway line connecting Mumbai to London through underground tunnel.,FAKE
Government is sending stimulus checks to everyone who clicks this link.,FAKE
Doctors are hiding natural cures to keep pharmaceutical companies profitable.,FAKE
India banned several Pakistani YouTube channels for spreading misinformation following Pahalgam attack in 2025.,REAL
The US national debt has surpassed $30 trillion.,REAL
India's forex reserves touched a record high of $645 billion in September 2024.,REAL
Life expectancy in the United States declined by 2.7 years between 2019 and 2021.,REAL
Hoax claiming that drinking gaumutra (cow urine) can cure cancer and diabetes.,FAKE
A bill has been passed to make student loan debt forgivable after 10 years of payments.,REAL
Time travel has been perfected by military but kept secret from public.,FAKE
"The European Union banned single-use plastics including plates, straws, and cutlery in 2021.",REAL
Wind power is now cheaper than coal in most of the world.,REAL
The rate of violent crime has been steadily decreasing for the past decade.,REAL
The Denver Airport contains secret underground bunkers for government officials.,FAKE
Scientists created the first complete genetic sequence of a human genome in 2022.,REAL
"The Goods and Services Tax collection crossed ₹1.87 lakh crore in March 2024, highest ever monthly collection.",REAL
Solar panel efficiency has doubled in the last five years.,REAL
"All mental illness is caused by vitamin deficiencies, not brain chemistry.",FAKE
The Denver Airport contains secret underground bunkers for government officials.,FAKE
The unemployment rate has fallen to its lowest point in 50 years.,REAL
The European Union approved a $54 billion aid package for Ukraine in February 2024.,REAL
Researchers developed new antibiotics effective against drug-resistant bacteria in 2023.,REAL
Indian government set up control rooms in Manipur to counter panic and misinformation during leadership crisis in February 2025.,REAL
"ISRO successfully launches its new communication satellite, GSAT-20, aimed at improving broadband connectivity across the country.",REAL
"ISRO successfully launches its new communication satellite, GSAT-20, aimed at improving broadband connectivity across the country.",REAL
The CEO of Starbucks has announced they will be closing all stores to support a political protest.,FAKE
The global literacy rate has reached 86%.,REAL
The Loch Ness Monster has been captured on video.,FAKE
Researchers developed new antibiotics effective against drug-resistant bacteria in 2023.,REAL
Eating an entire pineapple can induce labor in pregnant women.,FAKE
Scientists created the first complete genetic sequence of a human genome in 2022.,REAL
Google's AI chatbot Bard was launched in response to ChatGPT's success in 2023.,REAL
Old photos of police violence were reposted as evidence of brutality during anti-CAA protests in Delhi.,FAKE
Instagram is going to start charging users $2.99 per month starting next week.,FAKE
Electric car batteries are worse for environment than gasoline engines.,FAKE
When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.,REAL
Housing prices in major U.S. cities increased by 19% year-over-year in 2021.,REAL
Researchers developed new antibiotics effective against drug-resistant bacteria in 2023.,REAL
The Loch Ness Monster has been captured on video.,FAKE
Rumors about a new railway line connecting Mumbai to London through underground tunnel.,FAKE
The Indian government has launched a new initiative to provide digital literacy training to 10 million citizens in rural areas.,REAL
"Claims about 'pan-India lockdown' threatening migrant workers, debunked after being spread by 16 banned YouTube channels.",FAKE
The European Union approved a $54 billion aid package for Ukraine in February 2024.,REAL
Solar panels contain toxic chemicals that poison groundwater when disposed.,FAKE
Wind turbines kill millions of birds and cause widespread ecological damage.,FAKE
Chemtrails are being used to control weather and manipulate human behavior worldwide.,FAKE
TikTok videos can hack your phone camera and record you without permission.,FAKE
False news about government banning all private vehicles in Delhi from next month.,FAKE
Doctors are hiding natural cures to keep pharmaceutical companies profitable.,FAKE
Housing prices in major U.S. cities increased by 19% year-over-year in 2021.,REAL
Facebook will delete all accounts that don't share this post within 24 hours.,FAKE
WiFi signals are slowly cooking our brains like food in a microwave oven.,FAKE
"Interest rates in the UK reached 5.25% in August 2023, the highest in 15 years.",REAL
"ISRO successfully launches its new communication satellite, GSAT-20, aimed at improving broadband connectivity across the country.",REAL
"Says Scott Walker wants to ""get rid of"" the states civil service system.",FAKE
The CEO of Starbucks has announced they will be closing all stores to support a political protest.,FAKE
A man has successfully sued a weather company for an incorrect forecast that ruined his wedding.,FAKE
Wind turbines kill millions of birds and cause widespread ecological damage.,FAKE
You can charge your phone by putting it in the microwave for 30 seconds.,FAKE
"India's economy grew by 8.4% in the December quarter, exceeding all major forecasts, according to the National Statistical Office.",REAL
A record number of women were elected to Congress in the last election cycle.,REAL
Mental health emergency visits among teenagers increased by 25% during the pandemic.,REAL
Solar panel efficiency has doubled in the last five years.,REAL
Supply chain disruptions caused semiconductor shortages affecting car production in 2021-2022.,REAL
Facebook will delete all accounts that don't share this post within 24 hours.,FAKE
NASA's DART mission successfully altered an asteroid's trajectory in October 2022.,REAL
Alexa devices record every conversation and sell data to foreign governments.,FAKE
Life expectancy in the United States declined by 2.7 years between 2019 and 2021.,REAL
"India's UPI transactions cross 15 billion per month, setting a new record for digital payments globally.",REAL
TikTok videos can hack your phone camera and record you without permission.,FAKE
German researchers develop a new AI that can predict earthquakes with 80% accuracy.,REAL
A new law will require all citizens to get a GPS implant.,FAKE
Solar panel efficiency has doubled in the last five years.,REAL
Indian government set up control rooms in Manipur to counter panic and misinformation during leadership crisis in February 2025.,REAL
Researchers developed new antibiotics effective against drug-resistant bacteria in 2023.,REAL
Oil prices reached $130 per barrel in March 2022 following Russia's invasion of Ukraine.,REAL
The CEO of Starbucks has announced they will be closing all stores to support a political protest.,FAKE
The average salary for new college graduates has increased by 5% this year.,REAL
Japan has legalized the farming of human-animal hybrids for organ harvesting.,FAKE
Hoax about government plans to replace Hindi with English as national language.,FAKE
"The Earth is flat, according to a conference of leading scientists.",FAKE
A man has successfully sued a weather company for an incorrect forecast that ruined his wedding.,FAKE
"Interest rates in the UK reached 5.25% in August 2023, the highest in 15 years.",REAL
"Solar energy capacity worldwide exceeded 1,000 gigawatts for the first time in 2022.",REAL
"India signed a free trade agreement with Australia in December 2022, the first major trade deal in over a decade.",REAL
Videos circulating online falsely show Bollywood actors endorsing opposition leaders via AI-generated deepfakes.,FAKE
You can charge your phone by putting it in the microwave for 30 seconds.,FAKE
Doctors are hiding natural cures to keep pharmaceutical companies profitable.,FAKE
Government set up fact check portals and hotlines to help citizens verify breaking news reports before sharing.,REAL
Eating an entire pineapple can induce labor in pregnant women.,FAKE
German researchers develop a new AI that can predict earthquakes with 80% accuracy.,REAL
PIB Fact Check regularly debunks viral misinformation about government policies on social media.,REAL
WiFi signals are slowly cooking our brains like food in a microwave oven.,FAKE
The world's largest iceberg has broken off from Antarctica.,REAL
Banks are required to forgive all debt if you say these magic words.,FAKE
"Investment guru reveals secret method to make $10,000 per day from home.",FAKE
Self-driving cars are programmed to sacrifice passengers to save pedestrians.,FAKE
The global literacy rate has reached 86%.,REAL
Solar panels contain toxic chemicals that poison groundwater when disposed.,FAKE
Scientists created the first complete genetic sequence of a human genome in 2022.,REAL
"Fake videos showing aliens landing in Rajasthan desert, later proven computer-generated.",FAKE
The Large Hadron Collider resumed operations with higher energy levels in 2022.,REAL
Life expectancy in the United States declined by 2.7 years between 2019 and 2021.,REAL
Fake claims that eating onions can prevent radiation from 5G towers.,FAKE
Government is sending stimulus checks to everyone who clicks this link.,FAKE
Fake news claiming Indian Army has developed invisible tanks to fight Pakistan.,FAKE
Essential oils can cure any disease including cancer if used properly.,FAKE
GMO foods alter human DNA and create genetic mutations in children.,FAKE
"India's renewable energy capacity reached 175 GW in 2024, achieving the target set for renewable energy expansion.",REAL
Recycling is a scam created by waste companies to charge higher fees.,FAKE
False claims about GPS chips in new 2000 rupee notes being secretly distributed.,FAKE
Chemtrails are being used to control weather and manipulate human behavior worldwide.,FAKE
"A WhatsApp message claims the government will deposit ₹5,000 in every citizen's bank account for Diwali.",FAKE
NASA's DART mission successfully altered an asteroid's trajectory in October 2022.,REAL
"Rumors claimed that migrant workers would receive free housing from the central government in 2023, later debunked by PIB Fact Check.",FAKE
"Videos circulated claiming Pakistan Army Chief had been arrested after Indian Army attacks, which were later proven false by officials.",FAKE
Japan has legalized the farming of human-animal hybrids for organ harvesting.,FAKE
NASA's DART mission successfully altered an asteroid's trajectory in October 2022.,REAL
The CEO of Starbucks has announced they will be closing all stores to support a political protest.,FAKE
"During the COVID-19 lockdown, fake news WhatsApp messages warned that eating chicken would spread coronavirus, causing a poultry industry crisis.",FAKE
